commentor,comments,news
>Margaret Birch,">Wow, this article sure brought out the trump cult followers. They are doing everything they can think of to defend J Jordan. The trump cult followers rallying around one of their own that has no morals! Typical!",">Four former wrestlers for Ohio State University have filed a federal class-action lawsuit claiming university administrators knew that the team doctor, Richard Strauss, had sexually abused athletes more than 20 years ago and did nothing to stop it."
>Laura Wolpert,">Hey!! Jimmy Jordan, they're coming for you!!!",">Four former wrestlers for Ohio State University have filed a federal class-action lawsuit claiming university administrators knew that the team doctor, Richard Strauss, had sexually abused athletes more than 20 years ago and did nothing to stop it."
>Nickey Davis,>Pence then needs to clarify his statements from yesterday also. We all saw and heard both of these morons and enough is enough! ,">JUST IN: VP Pence and Sec. Pompeo had a private conversation with President Trump urging him to make clarifications on his comments from the news conference with President Putin, a source familiar with the conversation tells "
>Joan Carbone Limbert,">They met behind closed doors for two hours, alone. I have a hugh problem with that. Whatever can we trust from now on? There is no record, that's just wrong and he really did it this time by his own words by our own ears and eyes. He meant what he said, just didn't expect the backlash being so bad.",">JUST IN: VP Pence and Sec. Pompeo had a private conversation with President Trump urging him to make clarifications on his comments from the news conference with President Putin, a source familiar with the conversation tells "
>Jim Musumeci,">Today’s GOP: if you can’t beat them fairly, recruit the Russians to help you and impede their ability to vote.",">Now that Republicans control the levers of power in New Hampshire, the state is dealing with a major new fight over voting rights. -- Steve Benen"
>Robert Mangano,>Vote blue and get our country back,">Now that Republicans control the levers of power in New Hampshire, the state is dealing with a major new fight over voting rights. -- Steve Benen"
>Matt Colorado,>TRUMP MUST BE IMPEACHED AND IMPRISONED,">No other U.S. president has returned home from a foreign trip having so aggressively departed from the advice of the bipartisan foreign policy establishment, and even his own advisers."
>Jamal Reed,>Republicans lost their minds When Obama tried to re-establish ties with Cuba smh It's not like they meddled in our elections or anything But when it comes to Russia They want the investigation OVER After tRump is removed from office The republican party should be outlawed as,">It’s a rare and major development for the Justice Department to indict officials of a foreign government. In almost every case, the president would have input into the decision, given the geopolitical implications."
>Brian Benford,">You all want to know the truth? It doesn't matter what you ""think"" or make up about this PRESIDENT. He is the PRESIDENT of the United States and will be for the next 7 years and there's nothing you can do about it",">""[Trump] certainly acts like a president that is compromised. And what ultimately matters to the country is how he acts and he acts like the Russians have something on him."""
>Jason Kelley,>Not just Trump. His entire die-hard base is compromised. Americans cannot trust these people,">""[Trump] certainly acts like a president that is compromised. And what ultimately matters to the country is how he acts and he acts like the Russians have something on him."""
>Jennifer Knight McGarrett,>u all voted for him there was Clinton much better person smart all ways work to better America to make it better she got no thanks for all those years this is what u get think before u vote blessed next time r maybe there won't be. achance to do it right stop go Blue too,">""For the first time in the history of the United States, you have an American president who is absolutely unwilling to defend the country from a hostile foreign power that has attacked it."""
>Jeanette Thorpe,>I for one am tired of hearing talk from the republicans .Not 1 has taken any action to protect the country from their party .Trumps needs to be impeached for treason .,">President Trump failed to stand up to Russian President Putin, and Trump's allies and critics are both shocked.  "
>Carl Cassidy,">Was there any doubt as to who would come on top of the meeting between Trump and Putin? One a well trained KGB agent, the other a well-fed KFC agent.",">Across Europe and in the halls of Congress, even President Trump’s Republican acolytes were stunned at his head-spinning news conference with Russian President Putin."
>Elaine Nardello McGlinchey,">If the House of Representatives doesn't immediately start impeachment proceedings against Trump, it's safe to assume that it's time for our Justice department's to step in and hold Trump's White House enablers complicit in Trump's obvious Treason and shocking INCOMPETENCE! Enough is enough!",">Across Europe and in the halls of Congress, even President Trump’s Republican acolytes were stunned at his head-spinning news conference with Russian President Putin."
>Michael Pagano,>Why is/was a Russian here on a student visa ALLOWED to be an NRA member . ,>A Russian NRA member who tried to set up a secret meeting between Presidents Putin and Trump has been arrested and charged with being a foreign agent. 
